,algorithm,latent_info,initial_S_key,n_samples,kl_divergence,num_edges,num_nodes,edges
67,Basic HCS,informed,tan,1600,0.43767576581190315,6,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('ABProtein', 'AD')]"
68,Basic HCS,informed,tan,1800,0.4615138631408695,7,5,"[('AD', 'APOEAllele'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein')]"
69,Basic HCS,informed,tan,2000,0.503395794257772,7,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'AD')]"
70,Basic HCS,informed,tan,2200,0.4858324761177631,7,5,"[('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'AD')]"
71,Basic HCS,informed,tan,2400,0.519530241812124,6,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein')]"
72,Basic HCS,informed,tan,2600,0.5238725463951849,5,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD')]"
73,Basic HCS,informed,tan,2800,0.5171753782499925,5,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('CognitiveImpair', 'Hypometabilism')]"
74,Basic HCS,informed,tan,3000,0.5143749516606065,7,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'AD')]"
75,Basic HCS,informed,tan,3200,0.4575127746600314,6,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD')]"
76,Basic HCS,informed,tan,3400,0.5054767514688073,6,5,"[('AD', 'APOEAllele'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD')]"
77,Basic HCS,informed,tan,3600,0.5280320763102287,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD')]"
78,Basic HCS,informed,tan,3800,0.48352979274366925,6,5,"[('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD')]"
79,Basic HCS,informed,tan,4000,0.48163629470916824,5,5,"[('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein')]"
80,Basic HCS,informed,random,200,0.06249162400256508,4,5,"[('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'AD')]"
81,Basic HCS,informed,random,400,0.4926249216436643,4,5,"[('APOEAllele', 'AD'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism')]"
82,Basic HCS,informed,random,600,0.4046834954814661,5,5,"[('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele')]"
83,Basic HCS,informed,random,800,0.5122054737553962,7,5,"[('Hypometabilism', 'APOEAllele'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'AD')]"
84,Basic HCS,informed,random,1000,0.4364893792283892,7,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'AD'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
85,Basic HCS,informed,random,1200,0.4960552079198574,5,5,"[('AD', 'APOEAllele'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD')]"
86,Basic HCS,informed,random,1400,0.4961588923167699,5,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein')]"
87,Basic HCS,informed,random,1600,0.5103863236835351,6,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein')]"
88,Basic HCS,informed,random,1800,0.43339072244161975,6,5,"[('AD', 'Hypometabilism'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele')]"
89,Basic HCS,informed,random,2000,0.48032563303234893,6,5,"[('Hypometabilism', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
90,Basic HCS,informed,random,2200,0.45894243635489673,6,5,"[('AD', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD')]"
91,Basic HCS,informed,random,2400,0.4695766669103634,6,5,"[('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
92,Basic HCS,informed,random,2600,0.5003528622081175,5,5,"[('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('ABProtein', 'CognitiveImpair')]"
93,Basic HCS,informed,random,2800,0.5635227642245789,5,5,"[('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'AD')]"
94,Basic HCS,informed,random,3000,0.5102478392009442,6,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism')]"
95,Basic HCS,informed,random,3200,0.4963953945133933,4,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein')]"
96,Basic HCS,informed,random,3400,0.4879868853297587,7,5,"[('AD', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism')]"
97,Basic HCS,informed,random,3600,0.49812457766083185,7,5,"[('AD', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD')]"
98,Basic HCS,informed,random,3800,0.4701347828422536,7,5,"[('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD')]"
99,Basic HCS,informed,random,4000,0.4814376605877809,6,5,"[('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'AD')]"
100,Ensemble (MI Ranking),informed,none,200,0.04066728269719812,4,5,"[('ABProtein', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('CognitiveImpair', 'AD')]"
101,Ensemble (MI Ranking),informed,none,400,0.5112735705092205,3,4,"[('APOEAllele', 'AD'), ('AD', 'CognitiveImpair'), ('CognitiveImpair', 'ABProtein')]"
102,Ensemble (MI Ranking),informed,none,600,0.5340336557796252,5,5,"[('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('Hypometabilism', 'AD'), ('ABProtein', 'AD'), ('ABProtein', 'CognitiveImpair')]"
103,Ensemble (MI Ranking),informed,none,800,7.520547848537763,5,5,"[('AD', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('ABProtein', 'CognitiveImpair')]"
104,Ensemble (MI Ranking),informed,none,1000,0.4823462707315332,6,5,"[('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele')]"
105,Ensemble (MI Ranking),informed,none,1200,0.5244922886357208,5,5,"[('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'CognitiveImpair'), ('APOEAllele', 'AD')]"
106,Ensemble (MI Ranking),informed,none,1400,0.4599114790445571,5,5,"[('AD', 'ABProtein'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'AD')]"
107,Ensemble (MI Ranking),informed,none,1600,0.5000374626126537,5,5,"[('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('Hypometabilism', 'CognitiveImpair')]"
108,Ensemble (MI Ranking),informed,none,1800,0.4680487955011871,4,5,"[('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('ABProtein', 'Hypometabilism')]"
